ec,lec,total_voters,total_ballots,local_ballots,distant_ballots,unused_ballots,in_mobile_boxes,in_stationary_boxes,spoiled_ballots,valid_ballots,lost_ballots,unaccounted_ballots,amosov,beglov,tikhonova,amosov_share,beglov_share,tikhonova_share,turnout(%)
tec9,1844,2539,2000,609,2,1389,2,609,12,599,0,0,90,423,86,14.729950900163665,69.23076923076923,14.075286415711949,24.064592359196535
tec10,199,2097,2000,496,8,1496,8,496,19,485,0,0,81,295,109,16.071428571428573,58.53174603174603,21.626984126984127,24.034334763948497
tec10,200,2366,2000,583,5,1412,5,583,20,568,0,0,75,368,125,12.755102040816327,62.585034013605444,21.258503401360542,24.85207100591716
tec10,201,1659,1500,373,12,1115,12,373,12,373,0,0,46,244,83,11.948051948051948,63.37662337662338,21.558441558441558,23.20675105485232
tec10,202,1666,1500,406,4,1090,4,406,11,399,0,0,63,282,54,15.365853658536585,68.78048780487805,13.170731707317074,24.60984393757503
tec10,203,859,800,143,1,656,1,143,7,137,0,0,37,71,29,25.694444444444443,49.30555555555556,20.13888888888889,16.763678696158323
tec10,204,1792,1500,440,10,1050,10,440,8,442,0,0,69,296,77,15.333333333333332,65.77777777777779,17.11111111111111,25.111607142857146
tec10,205,2000,2000,525,75,1400,75,523,20,578,0,0,99,382,97,16.555183946488295,63.87959866220736,16.220735785953178,30.0
tec10,206,2017,2000,529,104,1367,104,529,14,619,0,0,88,424,107,13.902053712480253,66.9826224328594,16.903633491311215,31.383242439266233
tec10,207,1263,1000,397,9,594,9,396,8,397,0,0,79,248,70,19.50617283950617,61.23456790123457,17.28395061728395,32.145684877276324
tec10,208,2528,2000,645,7,1348,7,645,15,637,0,0,137,368,132,21.012269938650306,56.44171779141104,20.245398773006134,25.79113924050633
tec10,209,2081,2000,527,12,1461,12,526,10,528,0,0,97,333,98,18.029739776951672,61.89591078066915,18.21561338289963,25.901009130225855
tec10,210,2366,2000,705,51,1244,51,705,25,731,0,0,127,481,123,16.7989417989418,63.62433862433863,16.26984126984127,31.952662721893493
tec10,211,2814,2000,664,5,1331,5,664,11,658,0,0,130,404,124,19.43198804185351,60.38863976083707,18.53512705530643,23.773987206823026
tec10,212,2282,2000,615,59,1326,57,614,17,654,0,0,105,423,126,15.648286140089418,63.04023845007451,18.7779433681073,29.53549517966696
tec10,213,2230,2000,616,96,1288,96,604,14,686,0,0,121,463,102,17.285714285714285,66.14285714285715,14.571428571428571,31.928251121076233
tec10,214,2420,2000,671,95,1234,95,671,10,756,0,0,112,514,130,14.621409921671018,67.1018276762402,16.971279373368144,31.65289256198347
tec10,215,2395,2000,649,19,1332,19,649,23,645,0,0,128,389,128,19.16167664670659,58.23353293413174,19.16167664670659,27.89144050104384
tec10,216,1957,1500,548,52,900,52,548,20,580,0,0,93,404,83,15.5,67.33333333333333,13.833333333333334,30.659172202350536
tec10,217,2223,2000,607,16,1377,16,607,11,612,0,0,84,393,135,13.48314606741573,63.08186195826645,21.669341894060995,28.02519118308592
tec10,218,2204,2000,534,10,1456,10,532,21,521,0,0,81,338,102,14.944649446494465,62.36162361623616,18.81918819188192,24.682395644283122
tec10,219,2139,2000,524,13,1463,13,522,23,512,0,0,115,316,81,21.49532710280374,59.06542056074766,15.14018691588785,25.105189340813467
tec10,220,2119,2000,621,18,1361,18,620,8,630,0,0,105,390,135,16.4576802507837,61.12852664576802,21.15987460815047,30.15573383671543
tec10,221,1663,1500,425,14,1061,14,425,10,429,0,0,45,328,56,10.250569476082005,74.71526195899773,12.756264236902052,26.398075766686713
tec10,222,2194,2000,651,18,1331,18,651,38,631,0,0,116,419,96,17.339312406576983,62.63079222720478,14.349775784753364,30.492251595259802
tec10,223,1723,1500,701,7,792,7,701,9,699,0,0,67,563,69,9.463276836158192,79.51977401129943,9.745762711864407,41.09112013929193
tec10,224,1507,1500,434,17,1049,17,434,12,439,0,0,83,298,58,18.403547671840354,66.07538802660754,12.86031042128603,29.927007299270077
tec10,225,2019,1500,658,13,829,13,658,14,657,0,0,107,451,99,15.946348733233979,67.21311475409836,14.754098360655737,33.23427439326399
tec10,226,2117,2000,563,6,1431,6,563,16,553,0,0,84,366,103,14.762741652021088,64.32337434094903,18.101933216168717,26.87765706188002
tec10,227,2321,2000,568,22,1410,22,564,14,572,0,0,80,387,105,13.651877133105803,66.04095563139933,17.918088737201366,25.420077552778974
tec10,228,2139,2000,572,8,1420,8,572,6,574,0,0,102,387,85,17.586206896551722,66.72413793103448,14.655172413793101,27.11547452080411
tec10,229,2219,2000,1591,14,395,14,1591,15,1590,0,0,64,1442,84,3.987538940809969,89.8442367601246,5.233644859813085,72.32987832356918
tec10,230,1730,1500,487,10,1003,10,487,18,479,0,0,60,332,87,12.072434607645874,66.80080482897385,17.50503018108652,28.728323699421964
tec10,231,1664,1500,527,9,964,9,527,11,525,0,0,111,331,83,20.708955223880597,61.75373134328358,15.485074626865671,32.21153846153847
tec10,232,2369,2000,1214,18,768,18,1214,0,1232,0,0,72,1121,39,5.844155844155844,90.99025974025975,3.1655844155844153,52.00506542845083
tec10,233,1993,1500,604,13,883,13,604,14,603,0,0,98,405,100,15.883306320907616,65.64019448946516,16.207455429497568,30.958354239839437
tec10,234,1962,1500,809,15,676,15,809,13,811,0,0,90,593,128,10.922330097087379,71.96601941747572,15.53398058252427,41.99796126401631
tec10,235,2217,1500,715,16,769,16,715,23,708,0,0,101,490,117,13.81668946648427,67.03146374829001,16.00547195622435,32.97248534055029
tec10,236,1972,1500,789,17,694,17,789,22,784,0,0,65,628,91,8.064516129032258,77.91563275434244,11.29032258064516,40.87221095334685
tec10,237,1904,1500,544,17,939,17,544,26,535,0,0,85,367,83,15.151515151515152,65.41889483065954,14.795008912655971,29.464285714285715
tec10,238,1658,1500,484,47,969,47,484,8,523,0,0,75,362,86,14.124293785310735,68.17325800376648,16.195856873822976,32.026537997587454
tec10,239,2747,2000,654,11,1335,11,651,13,649,0,0,89,434,126,13.444108761329304,65.55891238670695,19.033232628398792,24.208227156898435
tec10,240,1745,1500,378,17,1105,17,373,10,380,0,0,35,316,29,8.974358974358974,81.02564102564102,7.435897435897436,22.636103151862464
tec10,241,1877,1500,504,11,985,11,504,17,498,0,0,107,292,99,20.776699029126213,56.699029126213595,19.223300970873787,27.43740010655301
tec10,242,1775,1500,540,32,928,32,539,20,551,0,0,92,374,85,16.112084063047284,65.49912434325745,14.886164623467602,32.225352112676056
tec10,243,2200,2000,594,13,1393,13,594,16,591,0,0,102,391,98,16.80395387149918,64.41515650741351,16.14497528830313,27.590909090909086
tec10,244,2099,2000,587,13,1400,13,586,9,590,0,0,102,393,95,17.028380634390654,65.6093489148581,15.859766277128548,28.585040495474033
tec11,414,1922,1500,492,6,1002,6,491,12,485,0,0,158,231,96,31.790744466800803,46.478873239436616,19.3158953722334,25.910509885535898
tec11,415,1816,1500,472,8,1020,8,450,7,451,0,0,112,283,56,24.45414847161572,61.79039301310044,12.22707423580786,26.431718061674008
tec11,416,2951,2500,742,9,1749,9,742,27,724,0,0,191,382,151,25.432756324900136,50.86551264980027,20.10652463382157,25.44900033886818
tec11,417,2720,2000,765,16,1219,16,765,16,765,0,0,182,464,119,23.30345710627401,59.411011523687584,15.236875800256081,28.713235294117645
tec11,418,1936,1500,541,10,949,10,540,7,543,0,0,144,321,78,26.181818181818183,58.36363636363636,14.181818181818182,28.460743801652892
tec11,419,1997,1500,420,13,1067,13,420,14,419,0,0,111,205,103,25.635103926096996,47.34411085450346,23.787528868360276,21.682523785678516
tec11,420,2234,2000,599,13,1388,13,599,19,593,0,0,150,349,94,24.509803921568626,57.02614379084967,15.359477124183007,27.39480752014324
tec11,421,2726,2000,638,7,1355,7,638,10,635,0,0,181,282,172,28.06201550387597,43.72093023255814,26.666666666666668,23.661041819515773
tec11,422,2332,2000,594,1,1405,1,593,17,577,0,0,150,309,118,25.252525252525253,52.02020202020202,19.865319865319865,25.514579759862777
tec11,423,1945,1500,488,7,1005,7,488,19,476,0,0,132,264,80,26.666666666666668,53.333333333333336,16.161616161616163,25.449871465295633
tec11,424,2245,2000,574,13,1413,13,570,8,575,0,0,144,364,67,24.69982847341338,62.43567753001715,11.49228130360206,26.146993318485524
tec11,425,2079,1500,604,6,890,6,596,22,580,0,0,181,320,79,30.066445182724255,53.156146179402,13.122923588039868,29.34102934102934
tec11,426,2289,2000,653,11,1336,11,653,13,651,0,0,166,376,109,25.0,56.62650602409639,16.415662650602407,29.0083005679336
tec11,427,2168,2000,602,11,1387,11,602,17,596,0,0,150,361,85,24.469820554649267,58.890701468189235,13.866231647634583,28.27490774907749
tec11,428,1960,1500,537,59,904,59,537,24,572,0,0,133,350,89,22.31543624161074,58.7248322147651,14.93288590604027,30.408163265306122
tec11,429,1852,1500,494,11,995,11,494,12,493,0,0,129,273,91,25.544554455445546,54.05940594059406,18.019801980198018,27.267818574514042
tec11,430,2178,2000,652,15,1333,15,643,20,638,0,0,170,338,130,25.835866261398177,51.3677811550152,19.756838905775076,30.624426078971535
tec11,431,1877,1500,439,6,1055,6,439,13,432,0,0,114,256,62,25.617977528089884,57.528089887640455,13.93258426966292,23.70804475226425
tec11,432,1918,1500,531,13,956,13,529,23,519,0,0,132,310,77,24.354243542435423,57.19557195571956,14.206642066420663,28.36287799791449
tec11,433,2036,1500,466,15,1019,15,465,18,462,0,0,141,237,84,29.375,49.375,17.5,23.62475442043222
tec11,434,2065,2000,575,15,1410,15,572,6,581,0,0,153,322,106,26.064735945485516,54.855195911413965,18.05792163543441,28.57142857142857
tec11,435,1901,1500,498,16,986,16,498,16,498,0,0,95,299,104,18.482490272373543,58.17120622568094,20.233463035019454,27.038400841662284
tec11,436,2120,1500,620,15,865,15,602,25,592,0,0,189,309,94,30.63209076175041,50.08103727714749,15.235008103727715,29.952830188679247
tec11,437,1814,1500,484,27,989,27,483,14,496,0,0,129,286,81,25.294117647058822,56.07843137254902,15.88235294117647,28.16979051819184
tec11,438,2206,2000,563,15,1422,15,555,13,557,0,0,134,343,80,23.50877192982456,60.175438596491226,14.035087719298245,26.201269265639166
tec11,439,2213,2000,660,4,1336,4,653,10,647,0,0,147,416,84,22.37442922374429,63.31811263318112,12.785388127853881,30.00451875282422
tec11,440,2866,2500,722,9,1769,9,713,28,694,0,0,179,380,135,24.792243767313018,52.63157894736842,18.698060941828253,25.50593161200279
tec11,441,2530,2000,615,12,1373,12,613,18,607,0,0,173,344,90,27.68,55.04,14.399999999999999,24.782608695652176
tec11,442,2151,2000,574,11,1415,11,574,9,576,0,0,111,374,91,18.974358974358974,63.931623931623925,15.555555555555555,27.19665271966527
tec11,443,2155,2000,548,7,1445,7,548,20,535,0,0,121,320,94,21.8018018018018,57.65765765765766,16.936936936936934,25.754060324825982
tec11,444,1752,1500,508,4,988,4,508,27,485,0,0,93,305,87,18.1640625,59.5703125,16.9921875,29.22374429223744
tec11,445,2174,2000,586,9,1405,9,586,12,583,0,0,116,348,119,19.495798319327733,58.4873949579832,20.0,27.36890524379025
tec11,446,1786,1500,465,6,1029,6,451,17,440,0,0,103,265,72,22.538293216630198,57.98687089715536,15.75492341356674,26.37178051511758
tec11,447,2244,2000,609,18,1373,18,609,10,617,0,0,74,454,89,11.802232854864434,72.40829346092504,14.19457735247209,27.941176470588236
tec11,448,2462,2000,555,9,1436,9,554,16,547,0,0,94,353,100,16.69626998223801,62.699822380106575,17.761989342806395,22.908204711616573
tec11,449,2444,2000,610,13,1377,13,607,16,604,0,0,107,376,121,17.258064516129032,60.64516129032258,19.516129032258064,25.49099836333879
tec11,450,2211,2000,571,12,1417,12,570,14,568,0,0,88,380,100,15.120274914089347,65.29209621993127,17.18213058419244,26.368159203980102
tec11,451,2009,1500,457,5,1038,5,457,9,453,0,0,74,297,82,16.017316017316016,64.28571428571429,17.74891774891775,22.99651567944251
tec11,452,2535,2000,576,9,1415,9,574,16,567,0,0,86,363,118,14.751286449399656,62.264150943396224,20.240137221269297,23.076923076923077
tec11,453,3010,2500,688,7,1805,7,688,17,678,0,0,142,378,158,20.431654676258994,54.388489208633096,22.73381294964029,23.089700996677742
tec11,454,1744,1500,414,17,1069,17,411,9,419,0,0,79,283,57,18.457943925233643,66.1214953271028,13.317757009345794,24.71330275229358
tec11,455,2129,2000,523,8,1469,8,523,16,515,0,0,93,325,97,17.51412429378531,61.20527306967985,18.267419962335214,24.941286989196808
tec11,456,2372,2000,605,11,1384,11,601,16,596,0,0,144,352,100,23.52941176470588,57.51633986928104,16.33986928104575,25.96964586846543
tec11,457,2220,2000,510,8,1482,8,510,9,509,0,0,122,302,85,23.552123552123554,58.301158301158296,16.409266409266408,23.333333333333332
tec11,458,2414,2500,574,12,1914,12,574,15,571,0,0,131,339,101,22.35494880546075,57.84982935153583,17.235494880546078,24.27506213753107
tec11,459,2421,2000,601,6,1393,4,598,13,589,0,0,99,350,140,16.44518272425249,58.139534883720934,23.25581395348837,25.072284180090872
tec11,460,2154,2000,514,13,1473,13,501,18,496,0,0,84,319,93,16.342412451361866,62.06225680933852,18.09338521400778,24.4661095636026
tec11,461,2306,2000,619,14,1367,14,619,16,617,0,0,111,400,106,17.535545023696685,63.191153238546605,16.74565560821485,27.450130095403296
tec11,462,1748,1500,399,12,1089,12,397,9,400,0,0,115,225,60,28.117359413202937,55.012224938875306,14.66992665036675,23.512585812356978
tec11,463,2057,1500,515,13,972,13,515,14,514,0,0,93,312,109,17.613636363636363,59.09090909090909,20.643939393939394,25.668449197860966
tec11,464,2119,2000,492,7,1501,7,492,4,495,0,0,77,325,93,15.430861723446892,65.13026052104209,18.637274549098194,23.548843794242565
tec11,465,1878,1500,461,7,1032,7,459,9,457,0,0,104,273,80,22.317596566523605,58.583690987124456,17.167381974248926,24.920127795527154
tec11,466,2294,2000,521,13,1466,13,521,18,516,0,0,95,329,92,17.790262172284642,61.61048689138576,17.228464419475657,23.278116826503922
tec11,467,1864,1500,417,7,1076,7,417,5,419,0,0,88,257,74,20.754716981132077,60.613207547169814,17.452830188679243,22.746781115879827
tec11,468,1899,1500,502,5,993,5,502,24,483,0,0,96,329,58,18.93491124260355,64.89151873767258,11.439842209072978,26.698262243285942
tec11,469,2458,2000,529,6,1465,6,529,3,532,0,0,52,407,73,9.719626168224298,76.07476635514018,13.644859813084112,21.76566314076485
tec11,470,2213,1500,526,6,968,6,495,21,480,0,0,78,301,101,15.568862275449103,60.079840319361274,20.159680638722556,24.03976502485314
tec11,471,2140,1500,486,7,1007,7,473,13,467,0,0,86,267,114,17.916666666666668,55.625,23.75,23.037383177570092
tec11,472,2586,2000,578,10,1412,10,578,10,578,0,0,123,362,93,20.918367346938776,61.564625850340136,15.816326530612246,22.73781902552204
tec11,473,2104,1500,455,9,1036,9,455,16,448,0,0,64,307,77,13.793103448275861,66.16379310344827,16.594827586206897,22.0532319391635
tec11,474,2422,2000,514,16,1470,16,514,10,520,0,0,76,344,100,14.339622641509434,64.90566037735849,18.867924528301888,21.882741535920726
tec11,475,2347,2000,515,10,1475,10,495,13,492,0,0,69,334,89,13.663366336633665,66.13861386138615,17.62376237623762,22.368981678738816
tec11,476,1438,1000,364,6,630,6,360,12,354,0,0,69,207,78,18.852459016393443,56.557377049180324,21.311475409836063,25.73018080667594
tec11,477,2880,2000,680,7,1313,7,680,17,670,0,0,124,460,86,18.049490538573508,66.95778748180496,12.518195050946144,23.854166666666668
tec11,478,2403,2000,573,10,1417,10,571,25,556,0,0,122,358,76,20.998278829604132,61.61790017211703,13.080895008605854,24.26133999167707
tec11,479,2410,2000,628,6,1366,6,622,19,609,0,0,109,451,49,17.35668789808917,71.81528662420382,7.802547770700636,26.307053941908716
tec11,480,2566,2000,590,9,1401,9,589,13,585,0,0,94,377,114,15.719063545150503,63.04347826086957,19.063545150501675,23.343725643024165
tec11,481,2589,2000,637,8,1355,8,620,20,608,0,0,80,432,96,12.738853503184714,68.78980891719745,15.286624203821656,24.913093858632678
tec11,482,2433,2000,552,8,1440,8,552,15,545,0,0,116,337,92,20.714285714285715,60.17857142857142,16.428571428571427,23.01685162351007
tec11,483,1771,1500,423,3,1074,3,423,5,421,0,0,80,257,84,18.779342723004692,60.328638497652584,19.718309859154928,24.054206662902313
tec11,484,2272,2000,585,10,1405,10,585,24,571,0,0,124,330,117,20.840336134453782,55.46218487394958,19.66386554621849,26.188380281690144
tec11,485,2709,2000,661,10,1329,10,661,21,650,0,0,110,407,133,16.39344262295082,60.65573770491803,19.821162444113263,24.769287559985234
tec11,486,2520,2000,583,0,1417,0,583,11,572,0,0,102,375,95,17.495711835334475,64.32246998284734,16.295025728987994,23.134920634920636
tec11,487,1973,1500,551,9,940,9,551,5,555,0,0,76,402,77,13.571428571428571,71.78571428571429,13.750000000000002,28.38317283324886
tec11,488,1799,1500,455,8,1037,8,455,15,448,0,0,79,281,88,17.062634989200866,60.69114470842333,19.00647948164147,25.73652028904947
tec11,489,1901,1500,519,25,956,25,519,16,528,0,0,87,348,93,15.992647058823529,63.970588235294116,17.09558823529412,28.61651762230405
tec11,490,1946,1500,571,6,923,6,571,15,562,0,0,72,392,98,12.478336221837088,67.93760831889082,16.984402079722706,29.65056526207605
tec11,491,1832,1500,450,14,1036,14,450,10,454,0,0,72,307,75,15.517241379310345,66.16379310344827,16.163793103448278,25.327510917030565
tec11,492,2197,2000,489,2,1509,2,489,8,483,0,0,73,336,74,14.867617107942973,68.43177189409369,15.071283095723015,22.348657259899863
tec11,493,2224,2000,559,6,1435,6,559,14,551,0,0,119,333,99,21.061946902654867,58.93805309734513,17.52212389380531,25.404676258992804
tec11,494,1982,1500,480,6,1014,6,480,19,467,0,0,81,299,87,16.666666666666664,61.52263374485597,17.901234567901234,24.520686175580224
tec11,495,2497,2000,588,7,1405,7,588,6,589,0,0,66,478,45,11.092436974789916,80.33613445378151,7.563025210084033,23.82859431317581
tec11,496,1819,1500,464,5,1031,5,462,23,444,0,0,94,266,84,20.12847965738758,56.9593147751606,17.987152034261243,25.783397471137988
tec11,497,1942,1500,481,6,1013,6,481,16,471,0,0,103,285,83,21.149897330595483,58.52156057494866,17.04312114989733,25.077239958805354
tec11,498,2283,2000,521,2,1477,2,521,29,494,0,0,105,298,91,20.076481835564053,56.97896749521989,17.39961759082218,22.90845378887429
tec11,499,2542,2000,549,25,1426,25,538,32,531,0,0,96,338,97,17.05150976909414,60.03552397868561,17.2291296625222,22.58064516129032
tec11,500,2569,2000,466,7,1527,7,466,7,466,0,0,90,274,102,19.027484143763214,57.928118393234676,21.56448202959831,18.41183339820942
tec11,501,1676,1500,508,12,980,12,507,13,506,0,0,100,333,73,19.26782273603083,64.16184971098265,14.065510597302506,31.026252983293556
tec11,502,2846,2500,728,26,1746,26,719,9,736,0,0,149,453,134,20.0,60.805369127516784,17.986577181208055,26.49332396345748
tec11,503,3035,2500,736,21,1743,21,687,24,684,0,0,206,347,131,29.09604519774011,49.01129943502825,18.502824858757062,24.942339373970345
tec11,504,2480,2000,613,6,1381,6,612,14,604,0,0,89,453,62,14.401294498381878,73.30097087378641,10.032362459546926,24.95967741935484
tec11,505,2595,2000,738,25,1237,25,738,16,747,0,0,111,532,104,14.547837483617302,69.72477064220183,13.630406290956751,29.402697495183045
tec11,506,2790,2000,702,9,1289,9,692,19,682,0,0,150,392,140,21.398002853067048,55.92011412268189,19.971469329529242,25.483870967741932
tec11,507,117,135,67,47,21,47,67,4,110,0,0,22,72,16,19.298245614035086,63.1578947368421,14.035087719298245,97.43589743589743
